protein ID,Rank,Score
d3tyqa_,151,-1.5927872828074865
d2d0va_,152,-1.5959017276763916
d2zxea4,153,-1.5983880758285522
d3i01a_,154,-1.598457225731441
d6fpol_,155,-1.6030705315726144
d5aa6a_,156,-1.6171658549989973
d6qh5a_,157,-1.6231328248977661
d1jqka_,158,-1.6345821619033813
d3ks9a_,159,-1.642602460724967
d4mh1a1,160,-1.64618752683912
d2jg7a_,161,-1.6607211147035872
d1jqna_,162,-1.6665187563214983
d2i7xa1,163,-1.672578947884696
d1w6sa_,164,-1.6747982927731104
d6at7a_,165,-1.6847707033157349
d3bixa1,166,-1.685022575514657
d3zuka_,167,-1.686655010495867
d1w27a_,168,-1.6869716814586095
d2jioa2,169,-1.6914412123816354
d4pxna_,170,-1.69474800995418
d2casa_,171,-1.6975121668406896
d4c5sa_,172,-1.7001861504146032
d6esca_,173,-1.7063193150929041
d1llfa_,174,-1.7064229590552193
d6zcwa_,175,-1.7172540426254272
d6eema_,176,-1.7172833851405553
d1h77a_,177,-1.721063528742109
d6yu9a_,178,-1.7224261249814714
d1ac5a_,179,-1.7288529191698347
d1gnta_,180,-1.7295783076967512
d6t7ja_,181,-1.735635714871543
d1br2a2,182,-1.7443463461739677
d1y2ma_,183,-1.7498798710959298
d3be8a1,184,-1.7605546712875366
d1gkub3,185,-1.7605776957103185
d2xwha_,186,-1.767977169581822
d1bjta_,187,-1.7702268872942244
d3jb9x3,188,-1.77572843006679
d2j6la_,189,-1.7915211064474923
d1w7ja2,190,-1.79190959249224
d2ioug_,191,-1.7924295323235648
g1d2v.1,192,-1.792906607900347
d1olza2,193,-1.806242891720363
d1daba_,194,-1.8117468697684151
d5xvdl_,195,-1.813098566872733
d4jz6a1,196,-1.8203810964311873
d6elqa_,197,-1.8278450284685408
d1itwa_,198,-1.8288475275039673
d6vwya_,199,-1.8326479026249476
d4g7hc_,200,-1.845013337475913
d4xwma_,201,-1.846187710762024
d7l5ia1,202,-1.8465840475899833
d7e77a_,203,-1.8489413091114588
d3v98a2,204,-1.8636714730943953
d3ra4a_,205,-1.8659098318644933
d4o5ha1,206,-1.8682622058050973
d4wv3a1,207,-1.8717976127352034
d1crla_,208,-1.8727561916623796
d6nz0a_,209,-1.873710308756147
d3eyna_,210,-1.8828037636620658
d7jota_,211,-1.8844485793794905
d3ayxa_,212,-1.891252977507455
d1n7va_,213,-1.895010164805821
d3gsza_,214,-1.9030343975339616
d3kica_,215,-1.9041910682405745
d7l0ea_,216,-1.9089167969567435
d3b8ea4,217,-1.910584739276341
g1or0.1,218,-1.9108305318014962
d5aa5c_,219,-1.911677598953247
d4m0ea_,220,-1.9285767589296614
d1rova1,221,-1.9345194441931588
d1lvka2,222,-1.93668156010764
d1x87a_,223,-1.9380597387041365
d1no7a_,224,-1.939163088798523
d7kp3a_,225,-1.9433617080960954
d4zsya_,226,-1.9481335367475237
d6l8qa1,227,-1.9492935964039393
d4ffva1,228,-1.9574436289923531
d1t10a_,229,-1.9591934851237707
d5kvua_,230,-1.9598091500146049
d1fgha2,231,-1.9660710947854179
d2xyma_,232,-1.9680584158216203
d1l5wa_,233,-1.970280374799456
d1lrwa_,234,-1.9746005024228777
d1eeea_,235,-1.9803047350474767
d1g9ga_,236,-1.9901873299053736
d5a2da_,237,-1.9927364587783813
d4pfya1,238,-1.9945433650697981
d6bqva1,239,-1.995672413281032
d1dbga_,240,-1.9982465846197945
d4hiza1,241,-2.001921364239284
d6gnea_,242,-2.008070247513907
d1js3a_,243,-2.010038341794695
d3qoma1,244,-2.010040317262922
d2xspa_,245,-2.012206997190203
d4wmja_,246,-2.012412905693054
d4isba_,247,-2.0139182806015015
d4i8pa_,248,-2.0157876185008456
d1epwa3,249,-2.017636469432286
d3ppma_,250,-2.0184969902038574
d3v9ga_,251,-2.0195788655962263
d1e4mm_,252,-2.0203789472579956
d5xm3a_,253,-2.0208756583077565
d6o6eb1,254,-2.021933776991708
d1s58a_,255,-2.0220328910010203
d4uqlq_,256,-2.0227813039507185
d5yqwa_,257,-2.0230816262108937
d5abma_,258,-2.0247566870280673
d5tjra_,259,-2.0263024738856723
d6gp9a_,260,-2.0285071986062184
d5bsra_,261,-2.0293451036725725
d4ioja_,262,-2.031023689678737
d4cj9a_,263,-2.032462784222194
d6liva_,264,-2.041862096105303
d4a5sa1,265,-2.0428983994892667
d5o9zg_,266,-2.0431484154292514
d1dmra2,267,-2.044706276484898
d5o9zv_,268,-2.044962525367737
d3fqla1,269,-2.0513152054377963
d5yj6a_,270,-2.0604521291596547
d4dmva_,271,-2.061727455684117
d3tpaa1,272,-2.070256624902998
d3myrb_,273,-2.071034346308027
d6bcoa2,274,-2.0721587794167653
d1qfxa_,275,-2.07520660332271
d3rhja_,276,-2.075899498803275
d1q47a_,277,-2.0778692960739136
d3pzwa2,278,-2.083967855998448
d3i5ta_,279,-2.084331597600664
d5gp4a_,280,-2.0905951942716325
d5w1ua_,281,-2.091351645333426
d1i7da_,282,-2.094140785081046
d2frvb_,283,-2.0959717886788503
d5vkqa2,284,-2.099418878555298
d2xi3a_,285,-2.1053861549922397
d6pnua1,286,-2.1112209728785922
d6oq7a1,287,-2.1122180904660905
d6eeia_,288,-2.1154202904020036
d1eu1a2,289,-2.1218457903180803
d4liha_,290,-2.12552741595677
d3rcha_,291,-2.1268441336495534
d3ncia2,292,-2.128004721232823
d1ynjc1,293,-2.1292349696159363
d1rt8a_,294,-2.1332264798028127
d5cpsa_,295,-2.1386223009654453
d2vk9a1,296,-2.140172072819301
d4mdpa1,297,-2.1415246384484425
d3jz4a_,298,-2.1434168815612793
d3cgha1,299,-2.143801672118051
d2b0ta_,300,-2.1439650569643294
d6eeqa_,301,-2.1452668053763255
d6jjma1,302,-2.1512585367475237
d4i8va_,303,-2.1595742191587175
d2iuka2,304,-2.1650233268737793
d7jwsa_,305,-2.1700535842350552
d2w8na_,306,-2.1714298895427158
d6u95a_,307,-2.17166531085968
d4pdxa1,308,-2.176347477095468
d2bvla1,309,-2.1801280634743825
d2cjqa_,310,-2.1806832551956177
d7cdla_,311,-2.1880227838243758
d1q16b_,312,-2.1937174797058105
d1p7ta_,313,-2.197049719946725
d1lmla_,314,-2.197314773287092
d2x1ya2,315,-2.1981609037944247
d3mp7a1,316,-2.202431797981262
d2hg2a_,317,-2.2036559752055576
d1ogya2,318,-2.2068211010524204
d6eewa_,319,-2.207482235772269
d1a4sa_,320,-2.2079784529549733
d2wcxa_,321,-2.2093847138541087
d4wjka_,322,-2.2146717309951782
d1pxya_,323,-2.217110821178981
d6z2fa_,324,-2.2225662980760847
d4oe4a_,325,-2.223002859524318
d1gz7a_,326,-2.2268843139920915
d1ibrb_,327,-2.230909092085702
d5vqma_,328,-2.2357856886727467
d1gnla_,329,-2.2399611302784512
d6jela_,330,-2.2411858354296004
d4p6zb_,331,-2.242447410311018
d6s6la_,332,-2.246475100517273
d1bf2a3,333,-2.2475002152579173
d7jfza_,334,-2.248901912144252
d4he8l_,335,-2.2511923483439853
d6qh5b_,336,-2.25280385357993
d5x2ma_,337,-2.2562085560389926
d4e1oa1,338,-2.2566774913242886
d3ueka_,339,-2.2587664467947826
d2qe2a_,340,-2.2655342987605502
d2ad6a_,341,-2.266031163079398
d4zlka2,342,-2.266625847135271
d5fv4a_,343,-2.2699135712214877
d1khva_,344,-2.2701747247150967
d1iv8a2,345,-2.278374092919486
d1mdba_,346,-2.2789840698242188
d2f48a_,347,-2.2856600284576416
d4pz2a_,348,-2.285808495112828
d6gaml_,349,-2.2868395021983554
d5kloa_,350,-2.2890327317374095
d1qgub_,351,-2.290816988263811
d6bsza1,352,-2.2909611633845737
d5a5ga_,353,-2.294801337378366
d2fbaa_,354,-2.295428446360997
d3r44a1,355,-2.2983820097787038
d1hcua_,356,-2.298437918935503
d1o04a_,357,-2.3015763759613037
d4b8ja_,358,-2.3019167525427684
d3rh9a_,359,-2.304451652935573
d6d5da_,360,-2.3051262157303944
d1ag8a_,361,-2.3120325974055698
d1va6a_,362,-2.3152995450156078
d6vhva_,363,-2.316599334989275
d2x9ha1,364,-2.321008597101484
d5mvia_,365,-2.321594851357596
d4jjja_,366,-2.323028700692313
d4r10a_,367,-2.32527824810573
d1p49a_,368,-2.3264903681618825
d1l8na1,369,-2.32768338067191
d1orva1,370,-2.3322420801435197
d5x2mb_,371,-2.3376011848449707
d4ci9a1,372,-2.3381754670824324
d4e3xa1,373,-2.33966554914202
d1i1ip_,374,-2.3420401300702776
d6jrla_,375,-2.3427819183894565
d1pmma_,376,-2.3437806708472118
d5eyva_,377,-2.3465366874422346
d2pq6a1,378,-2.3473883867263794
d3iwja_,379,-2.350010667528425
d1l5ja3,380,-2.3531598704201833
d2d1sa_,381,-2.357385448047093
d3t3pa_,382,-2.3575094767979214
d6kacb_,383,-2.3589192628860474
d2o2ca_,384,-2.3614781413759505
d6m6ta_,385,-2.3623590809958324
d1z4va_,386,-2.363168512071882
d1ea5a_,387,-2.36407893044608
d1qhma_,388,-2.3666448082242693
d6c43a_,389,-2.3709776742117747
d3i44a_,390,-2.372224433081491
d6g3ua_,391,-2.3751712356294905
d2ha6a_,392,-2.37535606111799
d1uwka_,393,-2.3760230370930264
d6qwta_,394,-2.378230861255101
d5nopa_,395,-2.379074352128165
d1peqa2,396,-2.3807918344225203
d2nlza1,397,-2.3818318843841553
d1gw5b_,398,-2.3820675952093944
d6bk0a_,399,-2.383075714111328
d1thga1,400,-2.3830784388950894
d1cbga_,401,-2.3857787677219937
d1t90a_,402,-2.387786388397217
d1szqa_,403,-2.3881022248949324
d3u5ua_,404,-2.388296059199742
d1e5xa_,405,-2.388879418373108
d4i9ba_,406,-2.3918197665895735
d2wu8a_,407,-2.393918650490897
d4h7na1,408,-2.394158363342285
d1e3db_,409,-2.3958102464675903
d5xnlb_,410,-2.3984865120479038
d3jb9a5,411,-2.3994874273027693
d2bcea_,412,-2.4062343324933733
d2a65a1,413,-2.4076244490487233
d4u9hl_,414,-2.4092200824192593
d1o9ja_,415,-2.4095461198261807
d1ngvb_,416,-2.4125897714069913
d3ifqa_,417,-2.412642104285104
d6m2oa_,418,-2.4150245870862688
d3gzsa_,419,-2.4187531300953458
d5a4ja_,420,-2.4231501817703247
d6hbsa_,421,-2.428600685937064
d1hm5a_,422,-2.435445785522461
d1x1na1,423,-2.4360670873097012
d1qwoa_,424,-2.4404284272875105
d7kg8a_,425,-2.4411323070526123
d5jboa_,426,-2.4434427193232944
d4uada_,427,-2.4442952360425676
d1wdpa_,428,-2.4446416922977994
d1g5aa2,429,-2.4474235602787564
d4gqsa1,430,-2.4495132650647844
d3ptaa5,431,-2.4497253043310985
d6m0ja_,432,-2.451959524835859
d6tgwa_,433,-2.4522328887666975
d2qxfa_,434,-2.4537078653063094
d4efca_,435,-2.4572781324386597
d4i9da_,436,-2.459084698132106
d7d6aa_,437,-2.46024261202131
d6pu3a_,438,-2.4607708965029036
d6ijba_,439,-2.464280571256365
d6h1aa1,440,-2.464646475655692
d7a9ja_,441,-2.4702469280787875
d4zdaa_,442,-2.4732261214937483
d5e9ha_,443,-2.474435465676444
d6jbra_,444,-2.475590399333409
d7ebca_,445,-2.477614777428763
d3ni2a_,446,-2.4793526445116316
d6wsba1,447,-2.4805643217904225
d6efua1,448,-2.4819799150739397
d5c5ca_,449,-2.483230079923357
d1reqa1,450,-2.4850683212280273
d3ptka_,451,-2.4886960302080428
d3er9b_,452,-2.48974757535117
d5kohb_,453,-2.490776947566441
d5keia_,454,-2.4938301699502126
d3wc4a_,455,-2.494125945227487
d2nyya1,456,-2.4971716744559154
d2ckwa_,457,-2.500243936266218
d6kdca_,458,-2.501550248691014
d3k2wa1,459,-2.5033919640949795
d1auka_,460,-2.5071234703063965
d5hq3a_,461,-2.507896763937814
d2iuja2,462,-2.5147789546421597
d3qana1,463,-2.517703056335449
d1qvba_,464,-2.521209784916469
d3rkol_,465,-2.522880792617798
d2bw3a2,466,-2.5228991338184903
d2nnja_,467,-2.526435988289969
d2i3oa1,468,-2.5278494698660716
d4db1a1,469,-2.530687587601798
d6xyua_,470,-2.5318110159465244
d3gnoa_,471,-2.533129794257028
d1uc4a_,472,-2.5332042489733015
d1qgua_,473,-2.533517462866647
d4ca7a_,474,-2.5335226229258945
d2fkna_,475,-2.538588353565761
d5koha_,476,-2.53919403893607
d4ikva_,477,-2.539926086153303
d3sgha_,478,-2.54131395476205
d4jdca_,479,-2.544019869395665
d2xhya_,480,-2.5444314650126865
d4b8oa_,481,-2.544908285140991
d1ngva_,482,-2.5452579770769392
d6vr6a_,483,-2.546222243990217
d1zjaa1,484,-2.5476236002785817
d4puca_,485,-2.5488975048065186
d2j7aa_,486,-2.55235801424299
d5z16a_,487,-2.5528500761304582
d1wnba_,488,-2.5540128435407365
d1qoxa_,489,-2.554869140897478
d5uofa1,490,-2.5565126964024136
d5kf0a1,491,-2.5566669532230923
d3dnua_,492,-2.557161739894322
d3l6xa_,493,-2.5617222785949707
d6j33a4,494,-2.5622432913099016
d6ouca_,495,-2.562840904508318
d2j84a_,496,-2.5628755944115773
d3tewa1,497,-2.563070161002023
g1qhh.1,498,-2.5653438227517262
d6l8ia_,499,-2.565878595624651
d4enea_,500,-2.5680465698242188
d3ux1a_,501,-2.5713644538606917
d5y9ea_,502,-2.573023114885603
d3b4wa_,503,-2.5730362960270474
d1v02a_,504,-2.5761776651654924
d2oqxa1,505,-2.5773728234427318
d7bzva1,506,-2.578625202178955
d3m8ua_,507,-2.581394689423697
d1ukca_,508,-2.5823077133723666
d6alja_,509,-2.582986525126866
d3ckca_,510,-2.583486897604806
d2slia2,511,-2.584015130996704
d6ueza1,512,-2.587620292391096
d2jdqa_,513,-2.5925925629479543
d2b1ea_,514,-2.5937428304127286
d3ifga1,515,-2.5940161773136685
d1i1qa_,516,-2.595219714300973
d6x9la_,517,-2.596604483468192
d3vz0a_,518,-2.5998620305742537
d3ipla1,519,-2.5999886989593506
d6arya_,520,-2.6014461176736012
d2ooea1,521,-2.601977450507028
d1yvga_,522,-2.603322744369507
d3ahya_,523,-2.605150427137102
d4c28a_,524,-2.6056647981916154
d1rv3a_,525,-2.6091525895254954
d4i3ta_,526,-2.6104702268327986
d6khoa_,527,-2.619331087384905
d1qhba_,528,-2.6236721788133894
d2vl8a_,529,-2.623875413622175
d4nmka_,530,-2.6239512988499234
d3iwka_,531,-2.6243059805461337
d2c81a_,532,-2.626384598868234
d2c1xa1,533,-2.626861572265625
d4gf8a_,534,-2.6281355960028514
d1iata_,535,-2.6293324742998396
d4mzaa_,536,-2.62937753541129
d1vnsa_,537,-2.6329918248312816
d6su6a_,538,-2.633051701954433
d1jswa_,539,-2.634635261126927
d1auia_,540,-2.635202850614275
d3n6ma_,541,-2.6386629853929793
d4cvqa_,542,-2.639815126146589
d5xf9d_,543,-2.640500409262521
d3c98a_,544,-2.6428352764674594
d5e3xa_,545,-2.643194692475455
d6wj6c_,546,-2.6436037676674977
d3ttva1,547,-2.6437147685459683
d6lfka1,548,-2.6437524386814664
d3fdha_,549,-2.6447410924094066
d5gxxa1,550,-2.6449871403830394
d3fcea_,551,-2.6490492820739746
d4kn9l_,552,-2.6496029240744456
d1orda2,553,-2.6525826113564626
d3cm8a_,554,-2.653108528682164
d1rq5a1,555,-2.6540628501347134
d1kpla_,556,-2.65498753956386
d3k40a_,557,-2.6558903626033237
d1gqia1,558,-2.6562727178846086
d6wvzm1,559,-2.6564462184906006
d5j4ia_,560,-2.6576603991644725
d6emia_,561,-2.65897274017334
d3hq2a_,562,-2.6626780203410556
d1ejia_,563,-2.6633522510528564
d4av7a1,564,-2.6636268751961842
d5z1fa1,565,-2.6636426789419994
d4bcda1,566,-2.6656501633780345
d6lg0a_,567,-2.666966642652239
d6outa_,568,-2.6679087706974576
d1bj4a_,569,-2.6689508642469133
d1mtyd_,570,-2.6714839254106795
d2hoxa_,571,-2.6728311606815884
d4iyma_,572,-2.674271617616926
d5vkwa_,573,-2.679305519376482
d4xnna_,574,-2.679896490914481
d6igfa_,575,-2.6815880026136125
d1gjwa2,576,-2.682003906794957
d3ar4a1,577,-2.6827127592904225
d4u3wa_,578,-2.6828958306993758
d6s62a_,579,-2.6868813037872314
d2p0ma1,580,-2.68711188861302
d3ejna1,581,-2.69051388331822
d1e8ua_,582,-2.6908139160701205
d3bvxa2,583,-2.6931685379573276
d5okga_,584,-2.693718297140939
d7bwua_,585,-2.6947546345846995
d6igea_,586,-2.6987780162266324
d1hhsa_,587,-2.7002250467027937
d5b5ec_,588,-2.7002709933689664
d4qwwa_,589,-2.70376409803118
d1kvpa_,590,-2.705080611365182
d4o6ra1,591,-2.7091240201677596
d3pt9a3,592,-2.709234816687448
d3sm9a_,593,-2.7097342695508684
d7ebea_,594,-2.71188599722726
d4jhoa1,595,-2.7138526269367764
d1lcia_,596,-2.7148960658482144
d3f5la_,597,-2.71625668661935
d7o78a_,598,-2.7175026621137346
d1smaa3,599,-2.7175518785204207
d1ax4a_,600,-2.720844336918422
d3mzsa_,601,-2.7208867924554005
d1ee4a_,602,-2.7225309099469865
d1teba_,603,-2.722820588520595
d1qi9a_,604,-2.723298651831491
d2xuta_,605,-2.724703277860369
d4xaqa_,606,-2.7248879841395786
d4fvya_,607,-2.7266365459987094
d3nbua_,608,-2.7274366787501743
d2o36a_,609,-2.7279007775442943
d6n6qa_,610,-2.728083746773856
d3dyda_,611,-2.7312417711530412
d3ju4a1,612,-2.734743458884103
d3gbea1,613,-2.7348502363477434
d6ozwa_,614,-2.73594263621739
d3viia_,615,-2.7388032845088413
d3ntga2,616,-2.73885372706822
d4d2ba_,617,-2.739144495555333
d2jjfa_,618,-2.7413173743656705
d3b98a_,619,-2.7419662475585938
d6wnga_,620,-2.7437980685915266
d2ar0a1,621,-2.7476052897317067
d5d9aa3,622,-2.7488531725747243
d3l8ca1,623,-2.749545301709856
d6d0aa1,624,-2.752628905432565
d3hjba1,625,-2.75287778036935
d1w36b1,626,-2.7539373465946744
d1jeta_,627,-2.7563553878239224
d3a8ux_,628,-2.757018838609968
d5jioa_,629,-2.7582146440233504
d1gpia_,630,-2.7588557515825545
d1rh5a_,631,-2.759310109274728
d6s54a_,632,-2.7599872180393765
d4cbba_,633,-2.7611309800829207
d2acva_,634,-2.761630858693804
d6qgra_,635,-2.763040712901524
d1gzda_,636,-2.7659720523016795
d4toza_,637,-2.76642073903765
d7kzfa_,638,-2.7674618107931956
d2xq1a_,639,-2.768335052898952
d4or9a_,640,-2.770213876451765
d5amca_,641,-2.7721472808292935
d3n9ya_,642,-2.772233928952898
d6rjoa_,643,-2.772739955357143
d1k9xa_,644,-2.7732585157666887
d4ptxa_,645,-2.773388317653111
d3pfza_,646,-2.7749510492597307
d4tpha_,647,-2.777559689113072
d1ya0a1,648,-2.777756759098598
d4v20a_,649,-2.77951751436506
d6lfna_,650,-2.78100654057094
d1nr6a1,651,-2.7810138293675015
d4dg8a_,652,-2.782160929271153
d4ou9a_,653,-2.7833067008427212
d1s48a_,654,-2.7840964453560963
d2i7va_,655,-2.7847633361816406
d3bsoa_,656,-2.7853366988045827
d4zz7a_,657,-2.785736152103969
d5e9ga_,658,-2.785871778215681
d3wq5a_,659,-2.788758226803371
d3mkua_,660,-2.7889775208064487
d7bv3a_,661,-2.7891373293740407
d5wm2a1,662,-2.790766273226057
d6wpla_,663,-2.791228566850935
d3e7xa1,664,-2.7935309750693187
d2ze0a1,665,-2.795171465192522
d5z0ua2,666,-2.7960914884294783
d1v08a_,667,-2.7967344352177212
d2vaxa_,668,-2.79740732056754
d3aiua_,669,-2.8000251225062778
d2cxna_,670,-2.800109233175005
d5x5ta_,671,-2.8001877580370222
d6exsa_,672,-2.8006985868726457
d1mw9x_,673,-2.8028060708727156
d4yw2a2,674,-2.804037264415196
d2hi4a_,675,-2.804096119744437
d5vbfa_,676,-2.804105043411255
d3jtxa1,677,-2.8050081389290944
d5do8a1,678,-2.8059707369123186
d6e8oa_,679,-2.806766850607736
d6i1da_,680,-2.8072212764195035
d3u7qb_,681,-2.80867760522025
d1dp4a_,682,-2.8092851298195973
d5ziua_,683,-2.810039928981236
d1ilea3,684,-2.8115813732147217
d1u7ga_,685,-2.8116089275905063
d3l4da1,686,-2.8119050094059537
d5izda1,687,-2.813417604991368
d4f53a_,688,-2.8137916837419783
d5uc7a1,689,-2.814020497458322
d4em6a_,690,-2.814065456390381
d2p0va1,691,-2.8153959683009555
d6vk6a_,692,-2.818596294948033
d2v7ba_,693,-2.818979263305664
d1vg0a1,694,-2.8219306809561595
d3k4qa_,695,-2.8223584379468645
d6ddba_,696,-2.8230741024017334
d5n9xa_,697,-2.823381389890398
d1wa5b_,698,-2.828814779009138
d2qvja_,699,-2.8290117468152727
d1ra6a_,700,-2.830465997968401
d5tvga1,701,-2.8311342852456227
d6kacc_,702,-2.831554106303624
d2xfra_,703,-2.832157475607736
d4b3la_,704,-2.8339866570064
d1rzua_,705,-2.8349181583949496
d1dqua_,706,-2.836710146495274
d2ceqa_,707,-2.8375934192112515
d2z23a_,708,-2.8385607855660573
d6pt7a_,709,-2.8405195644923618
d3on6a_,710,-2.840858084814889
d6qaaa_,711,-2.8427886962890625
d4lera_,712,-2.84443930217198
d6iyka_,713,-2.8468117032732283
d3nc3a_,714,-2.8470198767525807
d5awwy_,715,-2.8470405510493686
d6u4oa_,716,-2.8477469171796526
d4ix8a_,717,-2.8480017525809154
d1gaia_,718,-2.84875750541687
g1wht.1,719,-2.8493877819606235
d4d1pa_,720,-2.84961884362357
d1te9a_,721,-2.8510796342577254
d4ddea1,722,-2.8512974807194302
d6s1ya_,723,-2.851728848048619
d3cw9a_,724,-2.85188889503479
d5f1qa1,725,-2.8527894701276506
d4knaa_,726,-2.8536252634865895
d5z0qa_,727,-2.8536836079188754
d5w1oa1,728,-2.85503922189985
d2hona_,729,-2.8558192934308733
d5lhaa_,730,-2.8558595521109447
d5hvla_,731,-2.8561578818729947
d6gera_,732,-2.85934625353132
d5jrya_,733,-2.859620979854039
d2bjka_,734,-2.860460247312273
